index;nome_produto;categoria;nome_produto_processed;categoria_encoded;pred_encode;categoria_pred
12454;CAIXA JUNCO LEMBRANCINHA CELEIRO FA;PAPELARIA;caixa junco lembrancinha celeiro fa;224;215;ORGANIZADOR
14072;REPELENTE SBP ADVANCED LOCAO 100ML;REPELENTES;repelente sbp advanced locao 100 ml;255;255;REPELENTES
14650;SAL MARINHO CISNE ART GRANULADO PT 250G;SAL;sal marinho cisne art granulado pct 250 g;266;266;SAL
294;CORTADOR UNHA NEDO CROMADO 511 .;ACESSÓRIOS MÃO E PÉ;cortador unha nedo cromado 511 ;5;5;ACESSÓRIOS MÃO E PÉ
7121;ESMALTE VULT 5FREE MOLETOM 8ML;ESMALTE;esmalte vult 5free moletom 8 ml;116;116;ESMALTE
11060;AGENDA JANDAIA HARRY POTTER ESP 64687-19;MATERIAL DE ESCRITÓRIO;agenda jandaia harry potter esp 64687-19;194;194;MATERIAL DE ESCRITÓRIO
12228;PANO ESFREBOM MULTIUSO ROLO VERMELHO;PANOS/FLANELAS;pano esfrebom multiuso rolo vermelho;220;220;PANOS/FLANELAS
17893;MIX SALADA CHACARA STRAPASSON COLOR 140G;VERDURAS;mix salada chacara strapasson color 140 g;309;137;FRUTAS
9401;LAVA LOUCA LIQ ALPES NEUTRO 5L;LAVA LOUÇA;lava louca liq alpes neutro 5 l;163;163;LAVA LOUÇA
15703;SORVETE KIBON CREMOSISSIMO Z.LACT.NAPO.800M;SORVETE;sorvete kibon cremosissimo zlactnapo800m;278;278;SORVETE
10440;LUVAS DE LATEX AMAR SILVERMAX LALAN USO T 8 M;LUVA;luvas de latex amar silvermax lalan uso t 8 m;185;185;LUVA
13471;PAO ITALIANO CHAMA kg;PÃES;pao italiano chama kg;247;247;PÃES
6030;DEPILAT LAM AP GILLETTE VENUS EMBRACE AFEITAR 1UN;DEPILATÓRIO FEMININO;depilat lam ap gillette venus embrace afeitar 1 un;93;93;DEPILATÓRIO FEMININO
1727;FLUIDO FREIOS VARGA DOT3 200ML;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS;fluido freios varga dot3 200 ml;31;31;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS
8812;LAMPADA COMPACTA FLUOR BCA FLC 34X127V;ILUMINAÇÃO;lampada compacta fluor bca flc 34x127v;153;153;ILUMINAÇÃO
1520;CERA LUXCAR 200ML SUPERBRILHO PASTA .;AUTOMOTIVO CERA/POLIDOR;cera luxcar 200 ml superbrilho pasta ;26;294;TRATAMENTO DE PISO
8934;IOG GREGO VIGOR 120G-PT PED CRANBERRY;IOGURTE;iog grego vigor 120 g-pt ped cranberry;155;155;IOGURTE
16280;TEMP ALHEIRO 500G-PT ALHO/SAL;TEMPERO;temp alheiro 500 g-pt alhosal;288;288;TEMPERO
17737;EVAP ART LG 18000 QF DUAL INV 220V;VENTILAÇÃO;evap art lg 18000 qf dual inv 220v;308;308;VENTILAÇÃO
7400;FLOCOS DE MILHO 500g CESTA VITALI;FARINÁCEO;flocos de milho 500 g cesta vitali;124;124;FARINÁCEO
8059;MORANGO ARCO FRAC 1.01KG;FRUTAS;morango arco frac 101 kg;137;137;FRUTAS
12309;JOGO DE PANO DE COPA 3un FATEX COR 1;PANOS/FLANELAS;jogo de pano de copa 3 un fatex cor 1;220;220;PANOS/FLANELAS
16030;CARRE SUINO DATERRA RESF PC KG;SUÍNO CONGELADO;carre suino daterra resf pc kg;283;283;SUÍNO CONGELADO
1735;FLUIDO FREIO NOBRAK DOT 4 100ML;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS;fluido freio nobrak dot 4 100 ml;31;31;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS
6341;DES SPRAY TRES MARCHAND BLACK 100ML;DESODORANTE MASCULINO;des spray tres marchand black 100 ml;99;99;DESODORANTE MASCULINO
6016;DEPILAT FOL DEPI ROLL LENCOS BRANCO C/50;DEPILATÓRIO FEMININO;depilat fol depi roll lencos branco com 50;93;93;DEPILATÓRIO FEMININO
5427;OREGANO CORDEIRO 6G;CONDIMENTO NATURAL;oregano cordeiro 6 g;79;79;CONDIMENTO NATURAL
2704;BOLO BEIJINHO kg;BOLOS;bolo beijinho kg;45;45;BOLOS
7047;ESMALTE IDEAL OLEO MELALEUCA 9ML;ESMALTE;esmalte ideal oleo melaleuca 9 ml;116;116;ESMALTE
9149;SEM MIL GR CHIA 130g;JARDINAGEM PLANTAR;sem mil gr chia 130 g;157;272;SAUDÁVEL
13189;MEIA LUPO BABY 0 RS 2115-001;PUERICULTURA;meia lupo baby 0 rs 2115-001;245;245;PUERICULTURA
7544;FEIJAO ROXO TRYUMPHO 1KG TP1;FEIJÃO;feijao roxo tryumpho 1 kg tp1;125;125;FEIJÃO
7907;FRU CALDA FIGO SABOR CASEIRO 1KG;FRUTA EM CALDA;fru calda figo sabor caseiro 1 kg;135;135;FRUTA EM CALDA
7153;ESMALTE RISQUE CARREGADA NO BASICO 8ML;ESMALTE;esmalte risque carregada no basico 8 ml;116;116;ESMALTE
8306;GELEIA PREDILECTA MOCOTO 180G;GELÉIA DE MOCOTÓ;geleia predilecta mocoto 180 g;142;142;GELÉIA DE MOCOTÓ
15370;SHAM INF TRA LA LA KIDS CACHOS 480ML;SHAMPOO INFANTIL;sham inf tra la la kids cachos 480 ml;274;274;SHAMPOO INFANTIL
11765;COMP ALIM PEDIASURE CHOC LT 400G;NUTRIÇÃO INFANTIL;comp alim pediasure choc lt 400 g;213;213;NUTRIÇÃO INFANTIL
4247;CERVEJA TUPINIQUIM PREMIUM LAG GFA 600ML;CERVEJA;cerveja tupiniquim premium lag gfa 600 ml;63;63;CERVEJA
6997;Mini Esfihas de Carne Artesanal Massas 400g;ESFIHA;mini esfihas de carne artesanal massas 400 g;115;115;ESFIHA
2500;BISC RECH OREO ORIG PC 264G;BISCOITO;bisc rech oreo orig pc 264 g;44;44;BISCOITO
15077;SNACK POPLEV BANANA CANELA S/GL S/L 50G;SAUDÁVEL;snack poplev banana canela sem gl sem l 50 g;272;272;SAUDÁVEL
9240;KETCHUP ACER NATCHUP 350G;KETCHUP;ketchup acer natchup 350 g;158;158;KETCHUP
2337;CEREAL BARRA BIO2 ORG ACEROLA C/3 CX 75G;BARRA DE CEREAL;cereal barra bio2 org acerola com 3 cx 75 g;40;40;BARRA DE CEREAL
246;FONE P/OUVIDO PHILIPS PT SHL5605/10;ACESSÓRIOS ELETRO;fone para ouvido philips pct shl560510;4;4;ACESSÓRIOS ELETRO
14283;SABONETE PROTEX 85G, MACADAMIA;SABONETE BARRA;sabonete protex 85 g macadamia;259;259;SABONETE BARRA
6813;GUIRLANDA NATAL ACASA 34CM VM/BC 3011;ENFEITES DE NATAL;guirlanda natal acasa 34 cm vmbc 3011;109;109;ENFEITES DE NATAL
7526;FEIJAO CARIOCA PICININ SERIE OURO 1KG TP1;FEIJÃO;feijao carioca picinin serie ouro 1 kg tp1;125;125;FEIJÃO
270;KIT MANIC MARCO BONI C/3 LIXAS 5943B;ACESSÓRIOS MÃO E PÉ;kit manic marco boni com 3 lixas 5943b;5;6;ACESSÓRIOS PARA CABELO
4560;CHA PRONTO MAIS VITA CHA VERDE C/LIMAO 1L;CHÁ PRONTO;cha pronto mais vita cha verde com limao 1 l;68;67;CHÁ
13119;CHUPETA NUK ROSE S/ARGOLA S1 7293691R;PUERICULTURA;chupeta nuk rose sem argola s1 7293691r;245;245;PUERICULTURA
8829;VELA KREA METAL 3 MECHAS 18.1, VD OLIV;ILUMINAÇÃO;vela krea metal 3 mechas 181 vd oliv;153;153;ILUMINAÇÃO
9811;LEITE FERM ACTIVIA MORANGO GFA 1000G (V);LEITE FERMENTADO;leite ferm activia morango gfa 1000 g v;169;169;LEITE FERMENTADO
3287;MAQ CAFE ESPRES ARNO DG PIC VM 220V;CAFETEIRA/CHALEIRA ELETRICA;maq cafe espres arno dg pic vm 220v;53;53;CAFETEIRA/CHALEIRA ELETRICA
5464;MIX PIMENTA BIQUINHO HEMMER 200G;CONDIMENTO NATURAL;mix pimenta biquinho hemmer 200 g;79;79;CONDIMENTO NATURAL
17507;POTE OU HERMETICO RET 840ML PV430;UTENSÍLIOS DE VIDRO;pote ou hermetico ret 840 ml pv430;303;303;UTENSÍLIOS DE VIDRO
7293;EXTR TOM.ELEFANTE LV410G PG340G LT;EXTRATO DE TOMATE;extr tomelefante lv410 g pg340g lt;123;123;EXTRATO DE TOMATE
6038;Leite de Coco Culinário Sococo Light 200ml;DERIVADOS DO COCO;leite de coco culinrio sococo light 200 ml;94;94;DERIVADOS DO COCO
10738;MASSA LASANHA MR COZIDA 1KG;MASSA FRESCA;massa lasanha mr cozida 1 kg;191;191;MASSA FRESCA
7016;ESMALTE COLORAMA GEL SO DA NUDE 8ML;ESMALTE;esmalte colorama gel so da nude 8 ml;116;116;ESMALTE
15958;SUCO DEL VALLE 100% MACA GFA 300ML;SUCO PRONTO/NECTAR;suco del valle 100 maca gfa 300 ml;281;281;SUCO PRONTO/NECTAR
14945;SALGADINHO FOFURA PIZZA 100G;SALGADINHO E APERITIVO;salgadinho fofura pizza 100 g;269;269;SALGADINHO E APERITIVO
10764;MASSA PIZZA LA NONNA PCT 180G;MASSA FRESCA;massa pizza la nonna pct 180 g;191;191;MASSA FRESCA
6757;BEB ENERG WILD DRAGON LT 330ML CLUBE;ENERGÉTICO;beb energ wild dragon lt 330 ml clube;108;155;IOGURTE
173;CABIDE AMILPLAST ADULTO CONJ.03 PC;ACESSÓRIOS DE LAVANDERIA;cabide amilplast adulto conj03 pc;2;2;ACESSÓRIOS DE LAVANDERIA
4299;CERV SKOL 360 PILSEN LTA 350ML;CERVEJA;cerv skol 360 pilsen lta 350 ml;63;63;CERVEJA
6687;PINO M-USO 3 SAIDAS NOVO PADRAO;ELÉTRICA;pino m-uso 3 saidas novo padrao;105;105;ELÉTRICA
11598;Molho Inglês Kitano 150ml;MOLHO INGLÊS;molho ingls kitano 150 ml;207;207;MOLHO INGLÊS
9032;SOBREM.DANETTE CHOC.BRANCO 360G;IOGURTE;sobremdanette chocbranco 360 g;155;145;HAMBÚRGUER
14221;SAB BAR ANTIBAC PROTEX ALOE 90G;SABONETE BARRA;sab bar antibac protex aloe 90 g;259;259;SABONETE BARRA
17452;CJ COPOS SHOT WORDS C/4;UTENSÍLIOS DE VIDRO;cj copos shot words com 4;303;303;UTENSÍLIOS DE VIDRO
17100;POTE REDONDO HERMETICO PLASVALE 3L;UTENSÍLIOS DE PLÁSTICO;pote redondo hermetico plasvale 3 l;300;300;UTENSÍLIOS DE PLÁSTICO
437;COLEIRA CAO HAPPY AU XADREZ D N2;ACESSÓRIOS PET;coleira cao happy au xadrez n2;7;7;ACESSÓRIOS PET
13570;PAO QUEIJO CATARININHO CHEDDAR 94G;PÃO DE QUEIJO;pao queijo catarininho cheddar 94 g;249;249;PÃO DE QUEIJO
5444;PIMENTA AMIL 30GR CUMARI .;CONDIMENTO NATURAL;pimenta amil 30 gr cumari ;79;79;CONDIMENTO NATURAL
2351;BARRA DE TAPIOCA KOBBER 16G S/GLUT GOIABADA;BARRA DE CEREAL;barra de tapioca kobber 16 g sem glut goiabada;40;124;FARINÁCEO
18246;WHISKY GRANTS 1L;WHISKY;whisky grants 1 l;313;313;WHISKY
2543;BISC COOK SAUD INTEG VITAO NOZES 200G;BISCOITO;bisc cook saud integ vitao nozes 200 g;44;44;BISCOITO
5466;TEMP CHINATOWN 20G ACAFRAO;CONDIMENTO NATURAL;temp chinatown 20 g acafrao;79;288;TEMPERO
1219;ARROZ INTEG CAMIL MIN CASEIRO 240G;ARROZ;arroz integ camil min caseiro 240 g;22;22;ARROZ
2083;AZEITONA VERDE GRAN ROMANO C/CAROCO SACHE 150G;AZEITONA;azeitona verde gran romano com caroco sache 150 g;36;36;AZEITONA
11437;Molho Barbecue  400g;MOLHO BARBECUE;molho barbecue 400 g;202;202;MOLHO BARBECUE
18241;WHISKY BALLANTINES FINEST 8 ANOS 1L;WHISKY;whisky ballantines finest 8 anos 1 l;313;313;WHISKY
13085;NORMALIZE PORE FPS50 ADATINA 50ML;PROTETOR SOLAR CORPORAL;normalize pore fps50 adatina 50 ml;244;244;PROTETOR SOLAR CORPORAL
17190;CANECAS FALL 350ml OXFORD PRETO;UTENSÍLIOS DE PORCELANA/CERÂMICA;canecas fall 350 ml oxford preto;301;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
8188;MIST GELATINA DR OETKER UVA 30G;GELATINA;mist gelatina dr oetker uva 30 g;140;140;GELATINA
394;ESCOVA CAB CONDOR ISA 6873;ACESSÓRIOS PARA CABELO;escova cab condor isa 6873;6;6;ACESSÓRIOS PARA CABELO
4185;CERVEJA 600ml GF COLOMBINA TESOURINHA;CERVEJA;cerveja 600 ml gf colombina tesourinha;63;63;CERVEJA
1194;ARROZ AZUMA MINAMI MAI CURTO 1KG;ARROZ;arroz azuma minami mai curto 1 kg;22;22;ARROZ
5949;Desodorante Creme Kero Pé Para Pés Bisnaga 110g;CREME/ÓLEO MÃO E PÉ;desodorante creme kero p para ps bisnaga 110 g;90;90;CREME/ÓLEO MÃO E PÉ
1271;BALAO BIG 1und CONEXAO AZUL;ARTIGOS PARA FESTAS;balao big 1 und conexao azul;23;23;ARTIGOS PARA FESTAS
11135;LAPIS FABER-CASTELL ECO GRAF PRETO C/4;MATERIAL ESCOLAR;lapis faber-castell eco graf preto com 4;195;195;MATERIAL ESCOLAR
1115;JURUBEBA ASTECA 900ML GFA;APERITIVOS;jurubeba asteca 900 ml gfa;21;21;APERITIVOS
12795;MINI PIZZA D.MINEIRA 400G FRANGO;PIZZA;mini pizza dmineira 400 g frango;233;233;PIZZA
2695;BOLO SHOPPING PAES&CIA 500G LARANJA;BOLOS;bolo shopping paescia 500 g laranja;45;45;BOLOS
3156;BONECA MINI MONICA PASCOA 4334;BRINQUEDOS MENINAS;boneca mini monica pascoa 4334;50;50;BRINQUEDOS MENINAS
16772;FRIGIDEIRA KREA INOX ANTIADERENTE 24CM;UTENSÍLIOS DE INOX/ALUMÍNIO;frigideira krea inox antiaderente 24 cm;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
4995;MOLHO VINAGRETE SABOR DESIDRATO 30G;COMIDA ORIENTAL;molho vinagrete sabor desidrato 30 g;76;206;MOLHO DE TOMATE
1309;VELA REGINA C/GLITER ROSA N.07;ARTIGOS PARA FESTAS;vela regina com gliter rosa n07;23;23;ARTIGOS PARA FESTAS
4874;T.IMEDIA EXCELL KIT EXPRESS 5.15 MARR.INT;COLORAÇÃO FEMININA;timedia excell kit express 515 marrint;74;74;COLORAÇÃO FEMININA
1474;Bateria Automotiva Zetta Z2D HE 50AH;AUTOMOTIVO ACESSÓRIOS;bateria automotiva zetta z2d he 50ah;25;25;AUTOMOTIVO ACESSÓRIOS
1337;SACO PIPOCA FEST LAR C 50;ARTIGOS PARA FESTAS;saco pipoca fest lar 50;23;23;ARTIGOS PARA FESTAS
11939;MINI OVO PASCOA TOP CAU BEN 10 25G C/2;OVO DE PÁSCOA;mini ovo pascoa top cau ben 10 25 g com 2;216;216;OVO DE PÁSCOA
5547;CR QUEIJO DANUBIO 250G TRAD;CREAM CHEESE;cr queijo danubio 250 g trad;83;83;CREAM CHEESE
13995;REF SPRITE LTA 350ML C12;REFRIGERANTES;ref sprite lta 350 ml c12;253;253;REFRIGERANTES
14929;SALGADINHO YOKI REDINHA QUEIJO 135G;SALGADINHO E APERITIVO;salgadinho yoki redinha queijo 135 g;269;269;SALGADINHO E APERITIVO
10101;RODO BETTANIN VAI VEM PEQ;LIMPEZA;rodo bettanin vai vem peq;177;177;LIMPEZA
12737;CHARQUE 500g JERKED BEEF DIANTEIRO;PERTENCES FEIJOADA;charque 500 g jerked beef dianteiro;231;231;PERTENCES FEIJOADA
10550;ANEL Q UTIL P/VEDACAO PANELA PRES 3471;MANUTENÇÃO COZINHA;anel q util para vedacao panela pres 3471;188;188;MANUTENÇÃO COZINHA
5150;COND TRATY CAB.CACHEADOS 350ML;CONDICIONADOR;cond traty cabcacheados 350 ml;77;77;CONDICIONADOR
7315;EXTR TOM.ELEFANTE 180G CP;EXTRATO DE TOMATE;extr tomelefante 180 g cp;123;123;EXTRATO DE TOMATE
10905;MAC DE CASEIRO LV600G PG500G TALHARIM N2;MASSA SECA;mac de caseiro lv600 g pg500g talharim n2;193;193;MASSA SECA
16933;TIJELA P/TINTURA SANTA CLARA;UTENSÍLIOS DE PLÁSTICO;tijela para tintura santa clara;300;74;COLORAÇÃO FEMININA
14051;REPELENTE EXPOSIS SPR 200ML;REPELENTES;repelente exposis spr 200 ml;255;255;REPELENTES
11466;MOLHO TEMPERATTA 900ML ALHO .;MOLHO DE ALHO;molho temperatta 900 ml alho ;204;204;MOLHO DE ALHO
12643;PEPINO VALE FERTIL CONS.300G;PEPINO EM CONSERVA;pepino vale fertil cons300 g;229;229;PEPINO EM CONSERVA
16806;FACA LEGUMES TRAMONTINA INOX PLENUS 3 CINZA;UTENSÍLIOS DE INOX/ALUMÍNIO;faca legumes tramontina inox plenus 3 cinza;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
14593;SACO LIXO LEAL ROLO C/60 SC 15L;SACOS;saco lixo leal rolo com 60 sc 15 l;265;265;SACOS
8787;LAMPADA OSRAM LED A90 BIV 12W 3000K;ILUMINAÇÃO;lampada osram led a90 biv 12w 3000k;153;153;ILUMINAÇÃO
5665;MASC COSMECEUTA 250G POWER CACHOS;CREME PARA TRATAMENTO;masc cosmeceuta 250 g power cachos;86;86;CREME PARA TRATAMENTO
2993;LAGARTO (TATU) MOIDO BOV ARGUS (P) KG;BOVINO RESFRIADO;lagarto tatu moido bov argus p kg;48;48;BOVINO RESFRIADO
16783;FACA MESA TRAMONTINA IPANEMA INOX4 VERD;UTENSÍLIOS DE INOX/ALUMÍNIO;faca mesa tramontina ipanema inox4 verd;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
18256;AGUA COCO OBRIGADO JABUTICABA TP 1L;ÁGUA DE COCO;agua coco obrigado jabuticaba tp 1 l;314;314;ÁGUA DE COCO
16079;LOMBO DE PORCO RESFRIADO KG;SUÍNO RESFRIADO;lombo de porco resfriado kg;284;284;SUÍNO RESFRIADO
8408;GUARD QUICK 29,5X19CM C/50;GUARDANAPO DE PAPEL;guard quick 295x19 cm com 50;144;144;GUARDANAPO DE PAPEL
7797;FRALDA CINDY BABY MEGA PACOTAO PEQ 90UN;FRALDA INFANTIL;fralda cindy baby mega pacotao peq 90 un;133;133;FRALDA INFANTIL
1356;VELA ROMANA SUPER N 5 ROSA;ARTIGOS PARA FESTAS;vela romana super 5 rosa;23;23;ARTIGOS PARA FESTAS
14940;SALG APER AMENDOIM ANFEY JAPONES 200G;SALGADINHO E APERITIVO;salg aper amendoim anfey japones 200 g;269;269;SALGADINHO E APERITIVO
18373;AGUA SANITARIA 2L E-BAO;ÁGUA SANITÁRIA;agua sanitaria 2 l e-bao;317;317;ÁGUA SANITÁRIA
7537;FEIJAO BRANCO HIKARI 500G;FEIJÃO;feijao branco hikari 500 g;125;125;FEIJÃO
1181;ARROZ INTEGRAL PRATO FINO 1KG;ARROZ;arroz integral prato fino 1 kg;22;22;ARROZ
15817;SUCO DEL VALLE 100% UVA GFA 300ML;SUCO PRONTO/NECTAR;suco del valle 100 uva gfa 300 ml;281;281;SUCO PRONTO/NECTAR
11252;CANETA ESFG/BLISTER MAPED 2 CORES AZUL/VRM;MATERIAL ESCOLAR;caneta esfgblister maped 2 cores azulvrm;195;195;MATERIAL ESCOLAR
11472;MOLHO PIMENTA CIA ERVAS 80ML ARDENC REGACO;MOLHO DE PIMENTA;molho pimenta cia ervas 80 ml ardenc regaco;205;205;MOLHO DE PIMENTA
8224;GELEIA DE MORANGO COM CRANBERRY 170g - Homemade;GELÉIA;geleia de morango com cranberry 170 g - homemade;141;141;GELÉIA
15581;SORVETE H2LIFE 150ML S/LACT S/ACUC BANANA;SORVETE;sorvete h2 life 150 ml sem lact sem acuc banana;278;278;SORVETE
5313;PIM CALABR KODILAR 30G;CONDIMENTO NATURAL;pim calabr kodilar 30 g;79;79;CONDIMENTO NATURAL
4184;CERVEJA CEVADA PURA BELGIAN TRIPEL 500ML ;CERVEJA;cerveja cevada pura belgian tripel 500 ml;63;63;CERVEJA
11246;CADERNO TILIBRA BROCH AM UNIV 96F 116807;MATERIAL ESCOLAR;caderno tilibra broch am univ 96f 116807;195;195;MATERIAL ESCOLAR
13936;REFRIGERANTE FRUTTY 500ML GUARANA;REFRIGERANTES;refrigerante frutty 500 ml guarana;253;253;REFRIGERANTES
15815;SUCO GREEN PEOPLE TIETA 350ML;SUCO PRONTO/NECTAR;suco green people tieta 350 ml;281;281;SUCO PRONTO/NECTAR
9546;LAVA ROUPA PO BRILHANTE BRILHO ATI 1,7KG;LAVA ROUPA PÓ;lava roupa po brilhante brilho ati 17 kg;165;165;LAVA ROUPA PÓ
16368;TOALHINHA UMED.HIPOPO BABY C/50 .;TOALHA UMEDECIDA INFANTIL;toalhinha umedhipopo baby com 50 ;290;290;TOALHA UMEDECIDA INFANTIL
3547;SAND AD HAVAIANAS SLIM 33/34 ROSA BALL;CALÇADO ADULTO;sand ad havaianas slim 3334 rosa ball;56;56;CALÇADO ADULTO
539;CACHACA RAINHA DO VALE CLASSICA 700ML;AGUARDENTE/CACHAÇA;cachaca rainha do vale classica 700 ml;9;9;AGUARDENTE/CACHAÇA
17207;CANECA OXFORD CERAMICA 360ML BRANCA;UTENSÍLIOS DE PORCELANA/CERÂMICA;caneca oxford ceramica 360 ml branca;301;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
8610;RESIST UD LORENZETTI 220V 5400W;HIDRÁULICA;resist ud lorenzetti 220v 5400w;149;149;HIDRÁULICA
18019;VINHO PORT DESCOBRE DOURO 750ML DOC TT;VINHO;vinho port descobre douro 750 ml doc tt;311;311;VINHO
8474;HASTE FLEX BELLACOTTON C/30 MAQUIAG;HASTE FLEXÍVEL;haste flex bellacotton com 30 maquiag;146;146;HASTE FLEXÍVEL
6122;DESINF AGIFACIL CAMPESTRE 2L;DESINFETANTE;desinf agifacil campestre 2 l;97;97;DESINFETANTE
8859;INSETICIDA AE 360ml MAT INSET GT 33% CITRONELA;INSETICIDA;inseticida ae 360 ml mat inset gt 33 citronela;154;154;INSETICIDA
11082;CADERNO ECOLO 96FLS, UNIV VDE;MATERIAL ESCOLAR;caderno ecolo 96fls univ vde;195;195;MATERIAL ESCOLAR
18152;VINHO PORTUGUES ROMARIZ PORTO 750ML RUBY;VINHO;vinho portugues romariz porto 750 ml ruby;311;311;VINHO
6200;DESINF GIRANDO SOL EUCALIPTO 2L;DESINFETANTE;desinf girando sol eucalipto 2 l;97;97;DESINFETANTE
1459;ASP PO ELECTROLUX SONIC 1400W 220V SON01;ASPIRADOR;asp po electrolux sonic 1400w 220v son01;24;24;ASPIRADOR
1103;RADIO BOOMBOX PHILCO PH61;APARELHO DE SOM;radio boombox philco ph61;20;20;APARELHO DE SOM
2707;BOLO MINI BAUDUCCO DUO CHOCCO 38G;BOLOS;bolo mini bauducco duo chocco 38 g;45;45;BOLOS
17086;KIT DE FRASCOS DE POLIESTIRENO PARA COME -DAISO;UTENSÍLIOS DE PLÁSTICO;kit de frascos de poliestireno para come -daiso;300;74;COLORAÇÃO FEMININA
3565;SAND IPANEMA MAIS TIRAS 35 PRETO;CALÇADO ADULTO;sand ipanema mais tiras 35 preto;56;56;CALÇADO ADULTO
4571;CHA PRONTO ESTILO 1L-TP BX CALORIA HIBISCO/FRAMB;CHÁ PRONTO;cha pronto estilo 1 l-tp bx caloria hibiscoframb;68;68;CHÁ PRONTO
2968;CAPA COXAO MOLE MOIDO BOV FRIBOI KG;BOVINO CONGELADO;capa coxao mole moido bov friboi kg;47;48;BOVINO RESFRIADO
16498;AMPOLA TRAT PANTENE CACHOS 15ML C/3;TRANSFORMAÇÃO CABELOS;ampola trat pantene cachos 15 ml com 3;292;292;TRANSFORMAÇÃO CABELOS
6897;ESC DENT DES ORAL B COMPLETE 40 LV2PG1;ESCOVA DENTAL ADULTO;esc dent des oral b complete 40 lv2pg1;112;112;ESCOVA DENTAL ADULTO
10150;PA P/LIXO PRIMICIA .;LIMPEZA;pa para lixo primicia ;177;177;LIMPEZA
14619;SACO SMART 50 20X33;SACOS;saco smart 50 20x33;265;265;SACOS
6797;GUIRLANDA NATAL PELOS PK/BC/PT WR5010;ENFEITES DE NATAL;guirlanda natal pelos pkb com pt wr5010;109;109;ENFEITES DE NATAL
14190;SAB BAR DOVE RITUAL ENERGIZANTE 90G;SABONETE BARRA;sab bar dove ritual energizante 90 g;259;259;SABONETE BARRA
14311;SAB EXOTIC VEGETAL 170G JAOAN;SABONETE BARRA;sab exotic vegetal 170 g jaoan;259;259;SABONETE BARRA
3706;SAND HAVAIANAS KIDS TRAD 1PR AZUL 23/24;CALÇADO ADULTO;sand havaianas kids trad 1pr azul 2324;56;56;CALÇADO ADULTO
17592;COADOR PERMAN.N. 102 COA FACIL;UTENSÍLIOS PARA CAFÉ;coador permann 102 coa facil;304;304;UTENSÍLIOS PARA CAFÉ
14716;SALADA TRICOLOR 250G;SALADA;salada tricolor 250 g;267;267;SALADA
3327;CAFE NES P ESP CAFFE NATO 6GR;CAFÉ;cafe nes p esp caffe nato 6 gr;54;54;CAFÉ
10127;VASSOURA C/RODO E PAZINHA MONTE LIBANO;LIMPEZA;vassoura com rodo e pazinha monte libano;177;177;LIMPEZA
7700;GEL FIX RADICAL MODEL BR MOLHADO 250G;FIXADOR DE CABELO;gel fix radical model br molhado 250 g;130;130;FIXADOR DE CABELO
3837;JG CAMA BUDDEMEYER R GIARDINI CASAL;CAMA;jg cama buddemeyer r giardini casal;58;58;CAMA
11669;MOSTARDA AMARELA CEPERA PET 1010G;MOSTARDA;mostarda amarela cepera pet 1010 g;211;211;MOSTARDA
1303;VELA ASAS DE BRASILIA N. 6 VERDE;ARTIGOS PARA FESTAS;vela asas de brasilia n 6 verde;23;153;ILUMINAÇÃO
4134;CERVEJA WIENBIER IPA LT 710ML;CERVEJA;cerveja wienbier ipa lt 710 ml;63;63;CERVEJA
3248;JOGO BOTAO GUARANA;BRINQUEDOS UNISEX;jogo botao guarana;52;50;BRINQUEDOS MENINAS
10953;MAC C OVOS PETYBON 500G, FURADINHO;MASSA SECA;mac ovos petybon 500 g furadinho;193;193;MASSA SECA
553;CACHACA QUEBRA GELO GFA 600ML;AGUARDENTE/CACHAÇA;cachaca quebra gelo gfa 600 ml;9;9;AGUARDENTE/CACHAÇA
17543;GARRAFA TERMICA ACO INOX 1.2L;UTENSÍLIOS PARA CAFÉ;garrafa termica aco inox 12 l;304;304;UTENSÍLIOS PARA CAFÉ
5814;CR TRAT SKALA FORTALEC. 1KG;CREME PARA TRATAMENTO;cr trat skala fortalec 1 kg;86;86;CREME PARA TRATAMENTO
890;ALVEJ GIRANDO SOL FLORAL 2L;ALVEJANTE;alvej girando sol floral 2 l;15;15;ALVEJANTE
1228;ARROZ GLADIADOR TP1 5KG;ARROZ;arroz gladiador tp1 5 kg;22;22;ARROZ
15655;SORVETE BERGALLI COCO PT 900ML;SORVETE;sorvete bergalli coco pct 900 ml;278;278;SORVETE
15133;CHIPS FHOM MANDIOQUINHA BAT DOCE PCT 45G;SAUDÁVEL;chips fhom mandioquinha bat doce pct 45 g;272;272;SAUDÁVEL
10298;LINGUICA SUINA PIF PAF KG;LINGUIÇA;linguica suina pif paf kg;181;181;LINGUIÇA
818;ALIM GATO FRISKIES FR/FIG MOLHO 85G;ALIMENTO PARA GATOS;alim gato friskies frfig molho 85 g;13;13;ALIMENTO PARA GATOS
