index;nome_produto;categoria;pred_encode;categoria_pred
16840;SALADEIRA QUADRADA 750ml EVO IMBUIA;UTENSÍLIOS DE MADEIRA;300;UTENSÍLIOS DE PLÁSTICO
10237;D.SANIT DESODOR PEDRA 25G C/REDE LAVANDA FRESH;LIMPEZA SANITÁRIA;99;DESODORANTE MASCULINO
17575;PORTA FILTRO NERKO AVULSO 103 .;UTENSÍLIOS PARA CAFÉ;28;AUTOMOTIVO FILTROS
13233;ESSEN AROMATEC 120ml BABY;PURIFICADOR DE AR;246;PURIFICADOR DE AR
16711;BANDEJA REDONDA INOX 30CM;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
9623;TOMATE ITALIANO SOLO VIVO BENASSI 500G;LEGUMES;166;LEGUMES
12588;LOMBO BACALHAU NETUNO DESSAL 1KG;PEIXE RESFRIADO;48;BOVINO RESFRIADO
15671;SORVETE PERFETTO BIG ROLL FLOCOS 590G;SORVETE;278;SORVETE
9957;LIMPA VIDROS UAU RF 500ML;LIMPA VIDROS;246;PURIFICADOR DE AR
8805;LAMPADA AVANT PERA LED BIVOLT 7W;ILUMINAÇÃO;153;ILUMINAÇÃO
147;Protetor lava sutia / roupas finas  com 2 pecas;ACESSÓRIOS DE LAVANDERIA;164;LAVA ROUPA LÍQUIDO
5531;COXINHA DELICIA DO LIBANO K;COXINHA;247;PÃES
3773;SANDALIA HAVAIANAS BABY DISNEY CLASSICS BG PALHA 17/18;CALÇADO INFANTIL;56;CALÇADO ADULTO
6818;ENFEITE NATAL BOLAS VM CX C/7 SDA1608P;ENFEITES DE NATAL;109;ENFEITES DE NATAL
7370;FARIN PREF BIJU 500g;FARINÁCEO;124;FARINÁCEO
12661;PERFUME BENETTON LIVE FREE EDT 80ML;PERFUMAÇÃO;230;PERFUMAÇÃO
14907;BATATA PALHA PRATIC LEVE 120G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
13181;PRENDEDOR CHUPETA ANE BABY BATON CORRENTE ROSA;PUERICULTURA;133;FRALDA INFANTIL
10638;MASCARA CILIOS MAYB TOTAL TEMP PROVA PT;MAQUIAGEM;189;MAQUIAGEM
2188;TOALHA DE ROSTO -DAISO;BANHO;39;BANHO
10450;LUVA LIMPPANO MULTIUSO FINA M PCT C/10UN;LUVA;185;LUVA
13475;PAO LEITE SL 300G;PÃES;247;PÃES
480;PEITORAL HAPPY AU TRIANG AZ/CZ N3;ACESSÓRIOS PET;48;BOVINO RESFRIADO
2358;BARRA CEREAL TRIO ZERO 60G, BAN/CHOC;BARRA DE CEREAL;40;BARRA DE CEREAL
16501;FINAS ERVAS C DAS ERVAS 15G;TRANSFORMAÇÃO CABELOS;79;CONDIMENTO NATURAL
9757;LEITE COND CAMPOS DO JORDAO LT 395G;LEITE CONDENSADO;171;LEITE UHT
7922;MIX FRUTAS SECAS 400GR LA VIOLETERA .;FRUTA SECA;137;FRUTAS
13769;QUEIJO RALADO PROVANCE 100G GROSSO;QUEIJO;250;QUEIJO
6923;ESCOVA DENTAL PLUS CONDOR LV3 PG2;ESCOVA DENTAL ADULTO;112;ESCOVA DENTAL ADULTO
6148;DESINF JUA 1L LAVANDA;DESINFETANTE;97;DESINFETANTE
3398;CAFE SANTO ANDRE 500G TR/MD (ALMOF);CAFÉ;54;CAFÉ
615;Alimento Avitrim Coveli para Papagaios e Araras - 500g - 1 unidade;ALIMENTO PARA AVES;193;MASSA SECA
17450;COPO KROSNO CR 360ML;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
10161;SEBIUM PORE REFINER FLUIDO BIODERMA 30ML;LIMPEZA DO ROSTO;77;CONDICIONADOR
12413;PH FD PERSONAL VIP NEUTRO 4X30M;PAPEL HIGIÊNICO;222;PAPEL HIGIÊNICO
9347;KIT TRA LA LA BABY BEM ESTAR (SHA+SAB+COL);KIT CABELOS INFANTIL;86;CREME PARA TRATAMENTO
3088;PICANHA FATIADA kg;BOVINO RESFRIADO;48;BOVINO RESFRIADO
16089;LOMBO SEARA BARBECUE 1KG;SUÍNO RESFRIADO;48;BOVINO RESFRIADO
15190;SH PANTENE REPAR REJUVENESCEDORA 200ML;SHAMPOO;273;SHAMPOO
5843;CR DENT CREME CLOSE UP EXTRA WHITENING FRESH 90G;CREME/GEL DENTAL ADULTO;87;CREME/GEL DENTAL ADULTO
9527;LAVA ROUPA OMO PCT 500G MULTIACAO;LAVA ROUPA PÓ;164;LAVA ROUPA LÍQUIDO
790;ALIM P GATOS FRISKIES MOLHO 85G, PERU;ALIMENTO PARA GATOS;12;ALIMENTO PARA CÃES
6959;Escova Dental Elétrica Infantil Health Pro Multilaser Astronauta  - HC169;ESCOVA DENTAL INFANTIL;112;ESCOVA DENTAL ADULTO
914;AMAC ROUPA ALPES AZUL 2L;AMACIANTE;16;AMACIANTE
4274;CERVEJA BRAHMA SHRINK 550ML-LT;CERVEJA;63;CERVEJA
12454;CAIXA JUNCO LEMBRANCINHA CELEIRO FA;PAPELARIA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
14072;REPELENTE SBP ADVANCED LOCAO 100ML;REPELENTES;253;REFRIGERANTES
14650;SAL MARINHO CISNE ART GRANULADO PT 250G;SAL;266;SAL
294;CORTADOR UNHA NEDO CROMADO 511 .;ACESSÓRIOS MÃO E PÉ;116;ESMALTE
7121;ESMALTE VULT 5FREE MOLETOM 8ML;ESMALTE;116;ESMALTE
11060;AGENDA JANDAIA HARRY POTTER ESP 64687-19;MATERIAL DE ESCRITÓRIO;195;MATERIAL ESCOLAR
12228;PANO ESFREBOM MULTIUSO ROLO VERMELHO;PANOS/FLANELAS;220;PANOS/FLANELAS
17893;MIX SALADA CHACARA STRAPASSON COLOR 140G;VERDURAS;269;SALGADINHO E APERITIVO
9401;LAVA LOUCA LIQ ALPES NEUTRO 5L;LAVA LOUÇA;163;LAVA LOUÇA
15703;SORVETE KIBON CREMOSISSIMO Z.LACT.NAPO.800M;SORVETE;278;SORVETE
10440;LUVAS DE LATEX AMAR SILVERMAX LALAN USO T 8 M;LUVA;185;LUVA
13471;PAO ITALIANO CHAMA kg;PÃES;247;PÃES
6030;DEPILAT LAM AP GILLETTE VENUS EMBRACE AFEITAR 1UN;DEPILATÓRIO FEMININO;189;MAQUIAGEM
1727;FLUIDO FREIOS VARGA DOT3 200ML;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS;31;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS
8812;LAMPADA COMPACTA FLUOR BCA FLC 34X127V;ILUMINAÇÃO;153;ILUMINAÇÃO
1520;CERA LUXCAR 200ML SUPERBRILHO PASTA .;AUTOMOTIVO CERA/POLIDOR;294;TRATAMENTO DE PISO
8934;IOG GREGO VIGOR 120G-PT PED CRANBERRY;IOGURTE;155;IOGURTE
16280;TEMP ALHEIRO 500G-PT ALHO/SAL;TEMPERO;288;TEMPERO
17737;EVAP ART LG 18000 QF DUAL INV 220V;VENTILAÇÃO;252;REFRIGERADORES
7400;FLOCOS DE MILHO 500g CESTA VITALI;FARINÁCEO;124;FARINÁCEO
8059;MORANGO ARCO FRAC 1.01KG;FRUTAS;137;FRUTAS
12309;JOGO DE PANO DE COPA 3un FATEX COR 1;PANOS/FLANELAS;220;PANOS/FLANELAS
16030;CARRE SUINO DATERRA RESF PC KG;SUÍNO CONGELADO;284;SUÍNO RESFRIADO
1735;FLUIDO FREIO NOBRAK DOT 4 100ML;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS;31;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS
6341;DES SPRAY TRES MARCHAND BLACK 100ML;DESODORANTE MASCULINO;98;DESODORANTE FEMININO
6016;DEPILAT FOL DEPI ROLL LENCOS BRANCO C/50;DEPILATÓRIO FEMININO;189;MAQUIAGEM
5427;OREGANO CORDEIRO 6G;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
2704;BOLO BEIJINHO kg;BOLOS;45;BOLOS
7047;ESMALTE IDEAL OLEO MELALEUCA 9ML;ESMALTE;116;ESMALTE
9149;SEM MIL GR CHIA 130g;JARDINAGEM PLANTAR;272;SAUDÁVEL
13189;MEIA LUPO BABY 0 RS 2115-001;PUERICULTURA;133;FRALDA INFANTIL
7544;FEIJAO ROXO TRYUMPHO 1KG TP1;FEIJÃO;125;FEIJÃO
7907;FRU CALDA FIGO SABOR CASEIRO 1KG;FRUTA EM CALDA;278;SORVETE
7153;ESMALTE RISQUE CARREGADA NO BASICO 8ML;ESMALTE;116;ESMALTE
8306;GELEIA PREDILECTA MOCOTO 180G;GELÉIA DE MOCOTÓ;141;GELÉIA
15370;SHAM INF TRA LA LA KIDS CACHOS 480ML;SHAMPOO INFANTIL;273;SHAMPOO
11765;COMP ALIM PEDIASURE CHOC LT 400G;NUTRIÇÃO INFANTIL;193;MASSA SECA
4247;CERVEJA TUPINIQUIM PREMIUM LAG GFA 600ML;CERVEJA;63;CERVEJA
6997;Mini Esfihas de Carne Artesanal Massas 400g;ESFIHA;250;QUEIJO
2500;BISC RECH OREO ORIG PC 264G;BISCOITO;44;BISCOITO
15077;SNACK POPLEV BANANA CANELA S/GL S/L 50G;SAUDÁVEL;272;SAUDÁVEL
9240;KETCHUP ACER NATCHUP 350G;KETCHUP;250;QUEIJO
2337;CEREAL BARRA BIO2 ORG ACEROLA C/3 CX 75G;BARRA DE CEREAL;40;BARRA DE CEREAL
246;FONE P/OUVIDO PHILIPS PT SHL5605/10;ACESSÓRIOS ELETRO;4;ACESSÓRIOS ELETRO
14283;SABONETE PROTEX 85G, MACADAMIA;SABONETE BARRA;259;SABONETE BARRA
6813;GUIRLANDA NATAL ACASA 34CM VM/BC 3011;ENFEITES DE NATAL;58;CAMA
7526;FEIJAO CARIOCA PICININ SERIE OURO 1KG TP1;FEIJÃO;125;FEIJÃO
270;KIT MANIC MARCO BONI C/3 LIXAS 5943B;ACESSÓRIOS MÃO E PÉ;189;MAQUIAGEM
4560;CHA PRONTO MAIS VITA CHA VERDE C/LIMAO 1L;CHÁ PRONTO;67;CHÁ
13119;CHUPETA NUK ROSE S/ARGOLA S1 7293691R;PUERICULTURA;245;PUERICULTURA
8829;VELA KREA METAL 3 MECHAS 18.1, VD OLIV;ILUMINAÇÃO;153;ILUMINAÇÃO
9811;LEITE FERM ACTIVIA MORANGO GFA 1000G (V);LEITE FERMENTADO;169;LEITE FERMENTADO
3287;MAQ CAFE ESPRES ARNO DG PIC VM 220V;CAFETEIRA/CHALEIRA ELETRICA;54;CAFÉ
5464;MIX PIMENTA BIQUINHO HEMMER 200G;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
17507;POTE OU HERMETICO RET 840ML PV430;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
7293;EXTR TOM.ELEFANTE LV410G PG340G LT;EXTRATO DE TOMATE;74;COLORAÇÃO FEMININA
6038;Leite de Coco Culinário Sococo Light 200ml;DERIVADOS DO COCO;171;LEITE UHT
10738;MASSA LASANHA MR COZIDA 1KG;MASSA FRESCA;191;MASSA FRESCA
7016;ESMALTE COLORAMA GEL SO DA NUDE 8ML;ESMALTE;116;ESMALTE
15958;SUCO DEL VALLE 100% MACA GFA 300ML;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
14945;SALGADINHO FOFURA PIZZA 100G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
10764;MASSA PIZZA LA NONNA PCT 180G;MASSA FRESCA;191;MASSA FRESCA
6757;BEB ENERG WILD DRAGON LT 330ML CLUBE;ENERGÉTICO;253;REFRIGERANTES
173;CABIDE AMILPLAST ADULTO CONJ.03 PC;ACESSÓRIOS DE LAVANDERIA;296;UTENSÍLIOS DE INOX/ALUMÍNIO
4299;CERV SKOL 360 PILSEN LTA 350ML;CERVEJA;63;CERVEJA
6687;PINO M-USO 3 SAIDAS NOVO PADRAO;ELÉTRICA;105;ELÉTRICA
11598;Molho Inglês Kitano 150ml;MOLHO INGLÊS;206;MOLHO DE TOMATE
9032;SOBREM.DANETTE CHOC.BRANCO 360G;IOGURTE;155;IOGURTE
14221;SAB BAR ANTIBAC PROTEX ALOE 90G;SABONETE BARRA;259;SABONETE BARRA
17452;CJ COPOS SHOT WORDS C/4;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
17100;POTE REDONDO HERMETICO PLASVALE 3L;UTENSÍLIOS DE PLÁSTICO;303;UTENSÍLIOS DE VIDRO
437;COLEIRA CAO HAPPY AU XADREZ D N2;ACESSÓRIOS PET;12;ALIMENTO PARA CÃES
13570;PAO QUEIJO CATARININHO CHEDDAR 94G;PÃO DE QUEIJO;247;PÃES
5444;PIMENTA AMIL 30GR CUMARI .;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
2351;BARRA DE TAPIOCA KOBBER 16G S/GLUT GOIABADA;BARRA DE CEREAL;40;BARRA DE CEREAL
18246;WHISKY GRANTS 1L;WHISKY;311;VINHO
2543;BISC COOK SAUD INTEG VITAO NOZES 200G;BISCOITO;44;BISCOITO
5466;TEMP CHINATOWN 20G ACAFRAO;CONDIMENTO NATURAL;288;TEMPERO
1219;ARROZ INTEG CAMIL MIN CASEIRO 240G;ARROZ;22;ARROZ
2083;AZEITONA VERDE GRAN ROMANO C/CAROCO SACHE 150G;AZEITONA;36;AZEITONA
11437;Molho Barbecue  400g;MOLHO BARBECUE;206;MOLHO DE TOMATE
18241;WHISKY BALLANTINES FINEST 8 ANOS 1L;WHISKY;311;VINHO
13085;NORMALIZE PORE FPS50 ADATINA 50ML;PROTETOR SOLAR CORPORAL;77;CONDICIONADOR
17190;CANECAS FALL 350ml OXFORD PRETO;UTENSÍLIOS DE PORCELANA/CERÂMICA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
8188;MIST GELATINA DR OETKER UVA 30G;GELATINA;141;GELÉIA
394;ESCOVA CAB CONDOR ISA 6873;ACESSÓRIOS PARA CABELO;6;ACESSÓRIOS PARA CABELO
4185;CERVEJA 600ml GF COLOMBINA TESOURINHA;CERVEJA;63;CERVEJA
1194;ARROZ AZUMA MINAMI MAI CURTO 1KG;ARROZ;22;ARROZ
5949;Desodorante Creme Kero Pé Para Pés Bisnaga 110g;CREME/ÓLEO MÃO E PÉ;99;DESODORANTE MASCULINO
1271;BALAO BIG 1und CONEXAO AZUL;ARTIGOS PARA FESTAS;23;ARTIGOS PARA FESTAS
11135;LAPIS FABER-CASTELL ECO GRAF PRETO C/4;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
1115;JURUBEBA ASTECA 900ML GFA;APERITIVOS;77;CONDICIONADOR
12795;MINI PIZZA D.MINEIRA 400G FRANGO;PIZZA;233;PIZZA
2695;BOLO SHOPPING PAES&CIA 500G LARANJA;BOLOS;45;BOLOS
3156;BONECA MINI MONICA PASCOA 4334;BRINQUEDOS MENINAS;50;BRINQUEDOS MENINAS
16772;FRIGIDEIRA KREA INOX ANTIADERENTE 24CM;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
4995;MOLHO VINAGRETE SABOR DESIDRATO 30G;COMIDA ORIENTAL;206;MOLHO DE TOMATE
1309;VELA REGINA C/GLITER ROSA N.07;ARTIGOS PARA FESTAS;23;ARTIGOS PARA FESTAS
4874;T.IMEDIA EXCELL KIT EXPRESS 5.15 MARR.INT;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
1474;Bateria Automotiva Zetta Z2D HE 50AH;AUTOMOTIVO ACESSÓRIOS;25;AUTOMOTIVO ACESSÓRIOS
1337;SACO PIPOCA FEST LAR C 50;ARTIGOS PARA FESTAS;265;SACOS
11939;MINI OVO PASCOA TOP CAU BEN 10 25G C/2;OVO DE PÁSCOA;216;OVO DE PÁSCOA
5547;CR QUEIJO DANUBIO 250G TRAD;CREAM CHEESE;250;QUEIJO
13995;REF SPRITE LTA 350ML C12;REFRIGERANTES;253;REFRIGERANTES
14929;SALGADINHO YOKI REDINHA QUEIJO 135G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
10101;RODO BETTANIN VAI VEM PEQ;LIMPEZA;177;LIMPEZA
12737;CHARQUE 500g JERKED BEEF DIANTEIRO;PERTENCES FEIJOADA;247;PÃES
10550;ANEL Q UTIL P/VEDACAO PANELA PRES 3471;MANUTENÇÃO COZINHA;296;UTENSÍLIOS DE INOX/ALUMÍNIO
5150;COND TRATY CAB.CACHEADOS 350ML;CONDICIONADOR;77;CONDICIONADOR
7315;EXTR TOM.ELEFANTE 180G CP;EXTRATO DE TOMATE;74;COLORAÇÃO FEMININA
10905;MAC DE CASEIRO LV600G PG500G TALHARIM N2;MASSA SECA;193;MASSA SECA
16933;TIJELA P/TINTURA SANTA CLARA;UTENSÍLIOS DE PLÁSTICO;74;COLORAÇÃO FEMININA
14051;REPELENTE EXPOSIS SPR 200ML;REPELENTES;253;REFRIGERANTES
11466;MOLHO TEMPERATTA 900ML ALHO .;MOLHO DE ALHO;205;MOLHO DE PIMENTA
12643;PEPINO VALE FERTIL CONS.300G;PEPINO EM CONSERVA;166;LEGUMES
16806;FACA LEGUMES TRAMONTINA INOX PLENUS 3 CINZA;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
14593;SACO LIXO LEAL ROLO C/60 SC 15L;SACOS;265;SACOS
8787;LAMPADA OSRAM LED A90 BIV 12W 3000K;ILUMINAÇÃO;153;ILUMINAÇÃO
5665;MASC COSMECEUTA 250G POWER CACHOS;CREME PARA TRATAMENTO;86;CREME PARA TRATAMENTO
2993;LAGARTO (TATU) MOIDO BOV ARGUS (P) KG;BOVINO RESFRIADO;216;OVO DE PÁSCOA
16783;FACA MESA TRAMONTINA IPANEMA INOX4 VERD;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
18256;AGUA COCO OBRIGADO JABUTICABA TP 1L;ÁGUA DE COCO;315;ÁGUA MINERAL
16079;LOMBO DE PORCO RESFRIADO KG;SUÍNO RESFRIADO;48;BOVINO RESFRIADO
8408;GUARD QUICK 29,5X19CM C/50;GUARDANAPO DE PAPEL;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
7797;FRALDA CINDY BABY MEGA PACOTAO PEQ 90UN;FRALDA INFANTIL;133;FRALDA INFANTIL
1356;VELA ROMANA SUPER N 5 ROSA;ARTIGOS PARA FESTAS;23;ARTIGOS PARA FESTAS
14940;SALG APER AMENDOIM ANFEY JAPONES 200G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
18373;AGUA SANITARIA 2L E-BAO;ÁGUA SANITÁRIA;315;ÁGUA MINERAL
7537;FEIJAO BRANCO HIKARI 500G;FEIJÃO;125;FEIJÃO
1181;ARROZ INTEGRAL PRATO FINO 1KG;ARROZ;22;ARROZ
15817;SUCO DEL VALLE 100% UVA GFA 300ML;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
11252;CANETA ESFG/BLISTER MAPED 2 CORES AZUL/VRM;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
11472;MOLHO PIMENTA CIA ERVAS 80ML ARDENC REGACO;MOLHO DE PIMENTA;205;MOLHO DE PIMENTA
8224;GELEIA DE MORANGO COM CRANBERRY 170g - Homemade;GELÉIA;141;GELÉIA
15581;SORVETE H2LIFE 150ML S/LACT S/ACUC BANANA;SORVETE;278;SORVETE
5313;PIM CALABR KODILAR 30G;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
4184;CERVEJA CEVADA PURA BELGIAN TRIPEL 500ML ;CERVEJA;63;CERVEJA
11246;CADERNO TILIBRA BROCH AM UNIV 96F 116807;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
13936;REFRIGERANTE FRUTTY 500ML GUARANA;REFRIGERANTES;253;REFRIGERANTES
15815;SUCO GREEN PEOPLE TIETA 350ML;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
9546;LAVA ROUPA PO BRILHANTE BRILHO ATI 1,7KG;LAVA ROUPA PÓ;164;LAVA ROUPA LÍQUIDO
16368;TOALHINHA UMED.HIPOPO BABY C/50 .;TOALHA UMEDECIDA INFANTIL;58;CAMA
3547;SAND AD HAVAIANAS SLIM 33/34 ROSA BALL;CALÇADO ADULTO;56;CALÇADO ADULTO
539;CACHACA RAINHA DO VALE CLASSICA 700ML;AGUARDENTE/CACHAÇA;275;SIDRA/ESPUMANTE
17207;CANECA OXFORD CERAMICA 360ML BRANCA;UTENSÍLIOS DE PORCELANA/CERÂMICA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
8610;RESIST UD LORENZETTI 220V 5400W;HIDRÁULICA;253;REFRIGERANTES
18019;VINHO PORT DESCOBRE DOURO 750ML DOC TT;VINHO;311;VINHO
8474;HASTE FLEX BELLACOTTON C/30 MAQUIAG;HASTE FLEXÍVEL;133;FRALDA INFANTIL
6122;DESINF AGIFACIL CAMPESTRE 2L;DESINFETANTE;97;DESINFETANTE
8859;INSETICIDA AE 360ml MAT INSET GT 33% CITRONELA;INSETICIDA;246;PURIFICADOR DE AR
11082;CADERNO ECOLO 96FLS, UNIV VDE;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
18152;VINHO PORTUGUES ROMARIZ PORTO 750ML RUBY;VINHO;311;VINHO
6200;DESINF GIRANDO SOL EUCALIPTO 2L;DESINFETANTE;97;DESINFETANTE
1459;ASP PO ELECTROLUX SONIC 1400W 220V SON01;ASPIRADOR;25;AUTOMOTIVO ACESSÓRIOS
1103;RADIO BOOMBOX PHILCO PH61;APARELHO DE SOM;286;TELEFONIA
2707;BOLO MINI BAUDUCCO DUO CHOCCO 38G;BOLOS;45;BOLOS
17086;KIT DE FRASCOS DE POLIESTIRENO PARA COME -DAISO;UTENSÍLIOS DE PLÁSTICO;300;UTENSÍLIOS DE PLÁSTICO
3565;SAND IPANEMA MAIS TIRAS 35 PRETO;CALÇADO ADULTO;56;CALÇADO ADULTO
4571;CHA PRONTO ESTILO 1L-TP BX CALORIA HIBISCO/FRAMB;CHÁ PRONTO;67;CHÁ
2968;CAPA COXAO MOLE MOIDO BOV FRIBOI KG;BOVINO CONGELADO;48;BOVINO RESFRIADO
16498;AMPOLA TRAT PANTENE CACHOS 15ML C/3;TRANSFORMAÇÃO CABELOS;259;SABONETE BARRA
6897;ESC DENT DES ORAL B COMPLETE 40 LV2PG1;ESCOVA DENTAL ADULTO;112;ESCOVA DENTAL ADULTO
10150;PA P/LIXO PRIMICIA .;LIMPEZA;265;SACOS
14619;SACO SMART 50 20X33;SACOS;265;SACOS
6797;GUIRLANDA NATAL PELOS PK/BC/PT WR5010;ENFEITES DE NATAL;58;CAMA
14190;SAB BAR DOVE RITUAL ENERGIZANTE 90G;SABONETE BARRA;259;SABONETE BARRA
14311;SAB EXOTIC VEGETAL 170G JAOAN;SABONETE BARRA;259;SABONETE BARRA
3706;SAND HAVAIANAS KIDS TRAD 1PR AZUL 23/24;CALÇADO ADULTO;56;CALÇADO ADULTO
17592;COADOR PERMAN.N. 102 COA FACIL;UTENSÍLIOS PARA CAFÉ;304;UTENSÍLIOS PARA CAFÉ
14716;SALADA TRICOLOR 250G;SALADA;137;FRUTAS
3327;CAFE NES P ESP CAFFE NATO 6GR;CAFÉ;54;CAFÉ
10127;VASSOURA C/RODO E PAZINHA MONTE LIBANO;LIMPEZA;177;LIMPEZA
7700;GEL FIX RADICAL MODEL BR MOLHADO 250G;FIXADOR DE CABELO;130;FIXADOR DE CABELO
3837;JG CAMA BUDDEMEYER R GIARDINI CASAL;CAMA;58;CAMA
11669;MOSTARDA AMARELA CEPERA PET 1010G;MOSTARDA;211;MOSTARDA
1303;VELA ASAS DE BRASILIA N. 6 VERDE;ARTIGOS PARA FESTAS;153;ILUMINAÇÃO
4134;CERVEJA WIENBIER IPA LT 710ML;CERVEJA;63;CERVEJA
3248;JOGO BOTAO GUARANA;BRINQUEDOS UNISEX;133;FRALDA INFANTIL
10953;MAC C OVOS PETYBON 500G, FURADINHO;MASSA SECA;193;MASSA SECA
553;CACHACA QUEBRA GELO GFA 600ML;AGUARDENTE/CACHAÇA;275;SIDRA/ESPUMANTE
17543;GARRAFA TERMICA ACO INOX 1.2L;UTENSÍLIOS PARA CAFÉ;300;UTENSÍLIOS DE PLÁSTICO
5814;CR TRAT SKALA FORTALEC. 1KG;CREME PARA TRATAMENTO;86;CREME PARA TRATAMENTO
890;ALVEJ GIRANDO SOL FLORAL 2L;ALVEJANTE;246;PURIFICADOR DE AR
1228;ARROZ GLADIADOR TP1 5KG;ARROZ;22;ARROZ
15655;SORVETE BERGALLI COCO PT 900ML;SORVETE;278;SORVETE
15133;CHIPS FHOM MANDIOQUINHA BAT DOCE PCT 45G;SAUDÁVEL;272;SAUDÁVEL
10298;LINGUICA SUINA PIF PAF KG;LINGUIÇA;181;LINGUIÇA
818;ALIM GATO FRISKIES FR/FIG MOLHO 85G;ALIMENTO PARA GATOS;12;ALIMENTO PARA CÃES
11051;PASTA CATALOGO DAC 4 COCH S V 10 VELOP;MATERIAL DE ESCRITÓRIO;195;MATERIAL ESCOLAR
11773;MUCILON NESTLE 5 CERE/QUINOA SACHET 180G;NUTRIÇÃO INFANTIL;155;IOGURTE
11838;CESTA ORGAN ACASA D QUAD METAL PT 936;ORGANIZADOR;215;ORGANIZADOR
7412;MISTURA P/CAKE USO 2KG RED VELVET;FARINÁCEO;124;FARINÁCEO
4676;COCADA QUEIMADA DA TERRA200GR .;COCADA;278;SORVETE
2995;CARNE BOV ORGANICA MOIDA KORIN PALETA 400g;BOVINO RESFRIADO;48;BOVINO RESFRIADO
6503;DOCE A BELLA ANDRADE VIDA S/G S/L 170G;DOCE PASTA;103;DOCE PASTA
17619;VASO DEC ACASA R CER 13.2CM RS 0695-1707;VASOS;58;CAMA
7488;MARIA MALUCA SL KG;FARINÁCEO;79;CONDIMENTO NATURAL
6270;DES AERO RED APPLE ERVA DOCE 105G;DESODORANTE FEMININO;98;DESODORANTE FEMININO
3188;BONECA PEPITA MILK;BRINQUEDOS MENINAS;50;BRINQUEDOS MENINAS
6892;ESC DENT DES ORAL B INTERDENTAL COMPACTA C/2;ESCOVA DENTAL ADULTO;112;ESCOVA DENTAL ADULTO
12268;PANO PRATO ANIS ESTAMPADO 40X64;PANOS/FLANELAS;220;PANOS/FLANELAS
9700;CEBOLA MIL GREEN 250G;LEGUMES;166;LEGUMES
8640;ABS GERIATRICO ADULTCTCARE 20UN;HIGIENE GERIÁTRICA FEMININA;0;ABSORVENTE
1404;FORMINHA FEST LAR N.5 ROSA C/200 .;ARTIGOS PARA FESTAS;23;ARTIGOS PARA FESTAS
18107;VINHO DE BARDOS ARS EPICA GFA 750ML;VINHO;311;VINHO
3829;MANTA ACASA BG/CZ 125X150 2016-G;CAMA;58;CAMA
5923;ESPUMA BARB BOZZANO PELE SENSIVEL 150G;CREME/GEL/ESPUMA DE BARBEAR;89;CREME/GEL/ESPUMA DE BARBEAR
10800;MASSA RANA RAVIOLI PATO/LEGUMES 250G;MASSA FRESCA;193;MASSA SECA
16318;TEMP TIO JONAS 500G CASEIRO COMPLETO S/PIM.;TEMPERO;288;TEMPERO
1041;APARELHO BARB SUPERMAX LEADER II C/2;APARELHO DE BARBA;25;AUTOMOTIVO ACESSÓRIOS
11303;MEL DE ABELHA NECTAR 35ML POLIPLUS;MEL;311;VINHO
6585;DOCE VALE VERDE 450G C/20 TABLETE BANANA;DOCE TABLETE;103;DOCE PASTA
15825;NECTAR DEL VALLE MAIS MARACUJA 200ML;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
10510;PARACATU MANTEIGA 200g;MANTEIGA;265;SACOS
