,nome_produto,categoria
2635,BISC TORTI AYMORE TORTINI TRUFA PC 140G,BISCOITO
2636,BISC ISABELA DUE CHOC BCO/FR VM PCT 160G,BISCOITO
2637,COOKIES LINEA LITE 40G MACA/CANELA,BISCOITO
2638,BISC PARATI AGUA 740g,BISCOITO
2639,BISC WAFER BALOCCO LATTE 12X250G,BISCOITO
2640,BISC QUAKER COOKIE PASSAS PCT 40G,BISCOITO
2641,BISC SCHAR FIOR DI SOLE S/GLUT PCT 100G,BISCOITO
2642,MADELEINE PADERRI TRADICIONAL 200G,BISCOITO
2643,BISC TORTI TRIUNFO TORTINI MOR PC 160G,BISCOITO
2644,"BISC SOL SALT 150G, INTEGRAL",BISCOITO
2645,BISC ARCO IRIS AMANT CASADINHO PCT 150G,BISCOITO
2646,BISC RACINE RECH 130G LIMAO,BISCOITO
2647,BISC BAUDUCCO LEVIS CRACKER LIG PCT 200G,BISCOITO
2648,TORRADA CANAPE VISCONTI 100G,BISCOITO
2649,SNACK OZ PROVOLONE TOMATE SECO 110G,BISCOITO
2650,BOLO SO VALSA NEG kg,BOLOS
2651,BOLO CREMOSO DE CACAROLA COM QUEIJO kg,BOLOS
2652,BOLO CONF CHAMA FLORESTA BRANCA kg,BOLOS
2653,BOLO MINI ANA MARIA 40G-PC RECH CHOC,BOLOS
2654,BOLO CHOC SL 85G,BOLOS
2655,BOLO ZERO ACUCAR CHOC.CARONE KG,BOLOS
2656,BROWNIE R.SHIMURA 90G,BOLOS
2657,BOLO DIET SUAVIPAN ZERO ACUCAR CHOC 250G-PC,BOLOS
2658,BOLO SECO CHAMA CHOCOLATE kg,BOLOS
2659,BOLO NEWBREAD 200G LARANJA,BOLOS
2660,BOLO Z/ACUC BOLOBOM 430G,BOLOS
2661,BOLO DE ABOBORA C/COCO kg,BOLOS
2662,BOLO NEWBREAD 200G COCO,BOLOS
2663,BROWNIE JACQUET DOCE LEITE 245G,BOLOS
2664,BOLO PANAMOR 300GR MESCLADO,BOLOS
2665,BOLO TORTA DE BANANA kg,BOLOS
2666,BOLO DE AIPIM BATIDO kg,BOLOS
2667,SONHO CREME CG kg .,BOLOS
2668,BOLO BINNOS 500G CHOCOLATE,BOLOS
2669,SONHO CHAMA DOCE DE LEITE kg,BOLOS
2670,BOLO CAKE CHAMA ABACAXI kg,BOLOS
2671,"BOLO PULLMAN 250G, ABACAXI",BOLOS
2672,MUFFIN MELHOR BOCADO CHOCOLATE 80G,BOLOS
2673,BOLO BAUNILHA KG,BOLOS
2674,BOLO SANTA EDWIGES CEN CHO PT 250G,BOLOS
2675,BOLO MEL BOC CHOC FATIA 120G,BOLOS
2676,BOLO MINI BAUDUCCO DUO 34G-UN DUPLO CHOC,BOLOS
2677,BOLO MOLE SL 950G,BOLOS
2678,"BOLINHO SEVEN BOYS 35G, LARANJA",BOLOS
2679,SPECIALAT BOLINHO DE CHOCOLATE 117GR TRUFADO,BOLOS
2680,BOLINHO JACQUET MINI CHEF LARANJA 150G,BOLOS
2681,BOLINHO VITARELLA TRELOSO CHOC/CHOC 40G,BOLOS
2682,BOLO SL KG DELICIA COCO,BOLOS
2683,SONHO RECH DOCE LEITE KG,BOLOS
2684,SONHO C/DOCE LEITE kg,BOLOS
2685,BOLINHO VISCONTI MINI 150G,BOLOS
2686,BOLO CENOURA SL KG C/BRIGADEIRO,BOLOS
2687,BOLO CHOC SL 600G C/BRIGADEIRO,BOLOS
2688,BOLINHO VITARELLA 40GR TRELOSO BAUNILHA CHOC,BOLOS
2689,MUFFINS GOTAS CHOCOLATE kg .,BOLOS
2690,"BOLO MINI BEBEZINHO PANCO RECH C 6, 210G, LARANJA",BOLOS
2691,BOLINHO ANA MARIA PINGUINOS CHOC PCT 80G,BOLOS
2692,BOLO SECO CHAMA COCO kg,BOLOS
2693,"BOLINHO VISCONTI DUO 27G, CENOURA",BOLOS
2694,BOLO DE LIMAO KG,BOLOS
2695,BOLO SHOPPING PAES&CIA 500G LARANJA,BOLOS
2696,BOLO PULLMAN 250G LARANJA,BOLOS
2697,BROWNIE ZERO BELIVE 40G CARAM/CAST,BOLOS
2698,BOLO MILHO CREMOSO kg .,BOLOS
2699,BOLO BOLOBOM 250G MILHO VERDE,BOLOS
2700,"BOLO SEVEN BOYS 250G, COCO",BOLOS
2701,MINI BROWNIE JACQUET 30G AVELA,BOLOS
2702,BOLO FORMIGUEIRO kg,BOLOS
2703,BROWNIE LIFEME 70G-PC,BOLOS
2704,BOLO BEIJINHO kg,BOLOS
2705,BOLO SECO CHAMA ARTESANAL SABOR FUBA kg,BOLOS
2706,"BOLO MINI ANA MARIA PULLMAN 80G, BAUNILHA",BOLOS
2707,BOLO MINI BAUDUCCO DUO CHOCCO 38G,BOLOS
2708,BOLO BOLO BOM 500G MESCLADO,BOLOS
2709,"BOLO ANA MARIA 70G, BAUN/CHOC",BOLOS
2710,BOLO DE ABACAXI PAULISTAO 300G,BOLOS
2711,BOLO CAKE TAPIOCA kg,BOLOS
2712,BOLO S GLUT FRED MILHO 400G-,BOLOS
2713,BOLO MACAXEIRA SL 400G,BOLOS
2714,BOLO SL 600G C/DOCE LEITE,BOLOS
2715,BOLINHO RENATA 40G BAUN CHOC/CHOC,BOLOS
2716,BOLO FUBA kg .,BOLOS
2717,BOLO LARANJA C/DOCE DE LEITE KG,BOLOS
2718,BOLO TORTA DE ABACAXI kg,BOLOS
2719,BOLO CACAROLA CARONE KG,BOLOS
2720,BOLO DE GOMA LAGOA kg C/CAROC PALIT,BOLOS
2721,BOLO NEWBREAD 200G CHOCOCLATE,BOLOS
2722,BOLO EXPLOSAO SUCRE 840G,BOLOS
2723,MUFFINS SAO LUIZ KG,BOLOS
2724,"BOLINHO SUAVIPAN LIGHT 40G, MOR",BOLOS
2725,"BOLO SUAVIPAN DIET&LIGHT 250G, LARANJA",BOLOS
2726,"BOLO MINI BAUDUCCO DUO 30G, CHOC",BOLOS
2727,BOLO FIT SENSSA BRIG.GOURM.POTE 160G,BOLOS
2728,BOLO CASEIRO CHOC kg,BOLOS
2729,MUFFIN MELHOR BOCADO 80G BLUEBERRY,BOLOS
2730,BOLO RICHS DULCISSIMO MORANGO 900G,BOLOS
2731,BOLO INTEGRAL BANANA kg,BOLOS
2732,BOLO KLM AIPIM 400GR,BOLOS
2733,BOLO RICHS BRIGADEIRO 500G,BOLOS
2734,BOLO CONPTAN 500G FORMIGUEIRO,BOLOS
2735,MUFFINS FRAMBOESA CARONE KG,BOLOS
2736,BOLO NUTELLA kg,BOLOS
2737,BOLO NUTRELLA 300G-PC BAN/CANELA PO,BOLOS
2738,BOLO BOLO BOM 500G MILHO VERDE,BOLOS
2739,BOLO SHOPPING PAES&CIA 500G CHOCOLATE,BOLOS
2740,BOLINHO ANA MARIA 45G-PC RECH/COB CHOC,BOLOS
2741,"BOLO PANCO BEBEZINHO 70G, GOTAS CHOC",BOLOS
2742,BOLO DE LARANJA kg,BOLOS
2743,BROWNIE JACQUET PEDACOS CHOCO 245G,BOLOS
2744,BOLO CAKETONE kg,BOLOS
2745,BOLINHO CASA SUICA TM CHO C/RECH CHO 40G,BOLOS
2746,BOLO KLM COCO 400GR,BOLOS
2747,"BOLINHO VISCONTI 35G, BRIGADEIRO",BOLOS
2748,BOLINHO NEWBR BAUNILHA COM MORANGO - 40G,BOLOS
2749,BOLO CAKE CHAMA CHOCOLATE kg,BOLOS
2750,BOLO LAGOA kg MILHO,BOLOS
2751,"BOLO MINI ANA MARIA PULLMAN 80G, BRIGADEIRO",BOLOS
2752,"BOLO MINI KIM 40G, BAUNILHA CHOC",BOLOS
2753,"BOLO PULLMAN 250G, CHOC",BOLOS
2754,"BOLO CANDY 600G, CENOURA",BOLOS
2755,PALHA ITALIANA MONTEIRO TRAD PCT 40G,BOLOS
2756,BROWNIE S/LACT BELIVE 40G-PC CHOC/PROTEIN,BOLOS
2757,BOLO MOLE SL 145G QUEIJO,BOLOS
2758,BROWNIE S/GLUT GOODSOY 38G CAPUCCINO,BOLOS
2759,"BOLO MINI BEBEZINHO PANCO RECH C 6, 210G, MORANGO",BOLOS
2760,BOLO CONF CHAMA CHOCOLATE FATIADO kg,BOLOS
2761,"BOLO MINI BEBEZINHO PANCO RECH 70G, CHOC",BOLOS
2762,BOLO CROCANTE CHAMA BRANCO kg,BOLOS
2763,BOLO CASCAO kg .,BOLOS
2764,BOLO MINI ANA MARIA 45G-PC RECH/COB VERAO,BOLOS
2765,MINI BROWNIE PULLMAN DELI CHOCOLATE 35G,BOLOS
2766,BOLO MOLE SL CARIRI KG,BOLOS
2767,"CHICLETE GOMA TRIDENT GARRAF HORTELA 40,6",BOMBONIERE
2768,CHOC ESPIRITO CACAU 25G 46% CACAU,BOMBONIERE
2769,BALA GELATINA HARIBO CORACAO 100G-PC,BOMBONIERE
2770,BALA BUTTER TOFFEES 100G SABORES MARACUJA,BOMBONIERE
2771,CHOC BAR DIPLOMATA 118G,BOMBONIERE
2772,JUBES 60g SNACKS ORIG FRUTA,BOMBONIERE
2773,BALA FINI URSINHO CITRICO 110G,BOMBONIERE
2774,PIRULITO PIETROBON ALG DCE CHAVES 190G,BOMBONIERE
2775,BALA PIETROBON 250GR YOGURTE BLUEBERRY P,BOMBONIERE
2776,BALA FINI FIBRAS 18G,BOMBONIERE
2777,CHOC COSTANUSS 250G,BOMBONIERE
2778,BALA MASTIG PAN SORTIDA MORANGO 200G,BOMBONIERE
2779,CHOC BAR LACTA SHOT 170G,BOMBONIERE
2780,CHOC BOMBOM FERRERO COLLECTION 224G,BOMBONIERE
2781,CHOC NESTLE KIT KAT LT 300.6G,BOMBONIERE
2782,BALA MASTIG ERLAN TOFFEE LTE PREM 600G-PC,BOMBONIERE
2783,"CHOC GAROTO 100G, MEIO AMARGO AMENDOIM",BOMBONIERE
2784,CHOC BAR LACTA OREO 90G,BOMBONIERE
2785,CHOC NESTLE LATELIER 100G-TA NOIR FLORAL 78%CACAU,BOMBONIERE
2786,CHOC STEVIA CHOCO 80G 88% CACAU,BOMBONIERE
2787,CHICLE HAPPYDENT FRUIT KANG FR VRM 151G-DY C/14,BOMBONIERE
2788,DOCE BALATORE A 180g,BOMBONIERE
2789,BALA DIMBINHO YOGURTE FRUTAS 80G,BOMBONIERE
2790,CHOC TAB GAROTO TALENTO MINI AMARG/AMENDOA 25G,BOMBONIERE
2791,BALA DURA FRUITTELA MOR/CREME 45G,BOMBONIERE
2792,CHOC VILLARS AO LEITE C/CAF BR 100G,BOMBONIERE
2793,"CHOC SNICKERS 100 CALORIAS 21,5G-UN",BOMBONIERE
2794,PIRULITO CIRCULITO 49G MEU MALVADO FAVOR,BOMBONIERE
2795,BALA DROPS PAST MENTOS FTAS VERMELHAS 114G,BOMBONIERE
2796,PASTILHA NECTAR FLORAL 9.6G PROP/MENTA,BOMBONIERE
2797,CHOC BEL MOEDA EMOJI 40G,BOMBONIERE
2798,CHOC VALOR LECHE S/ADICAO ACUCAR 100G,BOMBONIERE
2799,CHOC KIDS TORTUGUITA BAUNILHA 24X18G G,BOMBONIERE
2800,CHOC JUBILEU AMENDOA LEITE 180G,BOMBONIERE
2801,MARSHMALLOW HARIBO CABLES BLUE PCT 80G,BOMBONIERE
2802,CHOC QUETZAL 80G-TA ORIGEM DHARMA 55%CAC,BOMBONIERE
2803,CHOC BOMBOM HERSHEYS KISSES WITH ALMOND PT 850G,BOMBONIERE
2804,CHOC CANDY BAR PRESTIGIO 18G,BOMBONIERE
2805,CHOC MUNZ AMARGO C/AVELAS 60% CACAU 100G,BOMBONIERE
2806,CHOC BEL COCO 25G,BOMBONIERE
2807,BALA PECCIN YOGURT GREGO SORT PCT 600G,BOMBONIERE
2808,CHOC WITORS CLASSIC 250G,BOMBONIERE
2809,BOMBOM PHINUS 16G COCO,BOMBONIERE
2810,MARSHMALLOWS 250g FINI TRADIC,BOMBONIERE
2811,CHICLE MENTOS PURE FR SILVEST 56G-GF,BOMBONIERE
2812,BALA CARON COCO 500g,BOMBONIERE
2813,BOMBOM FLORMEL 40G CHOC/AMENDOIN,BOMBONIERE
2814,CHOC BOMBOM HERSHEYS KISSES COOKIE PC 140G,BOMBONIERE
2815,Alfajor milka blanco 55gr,BOMBONIERE
2816,BALA GELAT DOCILE 180G-DY CANUDINHO SOUR MOR,BOMBONIERE
2817,GOMA MASCAR VALDA FRIENDS CANONNE 12G,BOMBONIERE
2818,PIRULITO DIPLOKO 165G-DY C15 MOR,BOMBONIERE
2819,CHOCOLATE IMP ELIT MUSHROOM 48G,BOMBONIERE
2820,BALA MASTIG SASSE ZOO FRUIT 1KG-PC,BOMBONIERE
2821,FOLHAS DE CHOCOLATE AMARGO CHOCOLA´S,BOMBONIERE
2822,DROPS HALLS MENTA 28G,BOMBONIERE
2823,CHOC FRAN LINDT EXCELLENCE 100G-TA FRAMB INTENSE,BOMBONIERE
2824,CHOC BAR GAROTO BCO/NEGRESCO 125G,BOMBONIERE
2825,CHOC SUICO VILLARS 100G-TA LEITE,BOMBONIERE
2826,MARSHMALLOW FUNCLUB MORANGO 60G,BOMBONIERE
2827,CHICLETE GOMA TRIDENT TUTTI FRUTTI 8G,BOMBONIERE
2828,PIRULIT SPRING P 14g,BOMBONIERE
2829,CHOC GAROTO TALENTO NIBS DARK 70% BR 75G,BOMBONIERE
2830,CHOC PECCIN CROCK ROLL CHOCOLATE 15G,BOMBONIERE
2831,BALA DROPS PAST STARBURST TROPICAL 587G,BOMBONIERE
2832,CHOC WHEY DIVINE PRO FIT 100G 50%CACAU,BOMBONIERE
2833,PASTILHA VALDA FRIENDS MENT/EUCALIP 50G,BOMBONIERE
2834,BALA DURA SASSE ENERGETIC 900G-PC,BOMBONIERE
2835,BALA DURA PECCIN MINI CORACAO CAFÉ 720G-PC,BOMBONIERE
2836,CHOC CHOCO SOY CRISPIES S/GL S/LA BR 20G,BOMBONIERE
2837,MARSHMALLOW FUNCLUB TWIST MORANGO 60G,BOMBONIERE
2838,CHOCOLATE TABUA HERSHEYS LEITE,BOMBONIERE
2839,BALA MASTIG DORI GOMETS 254 CT-5UN 40G,BOMBONIERE
2840,BALA MASTIG DORI AMER SORT 700G-PC,BOMBONIERE
2841,BALA DROPS PAST DTC GIRA PRINCESA DISNEY 1UND,BOMBONIERE
2842,"BALA 46,7g NERDS CHERRY",BOMBONIERE
2843,BALA DURA FREEGELLS MIX SABOR AZUL 584G -PC,BOMBONIERE
2844,BOMBOM NESTLE ESPECIALIDADES CX 600G,BOMBONIERE
2845,PAO MEL DULCE CATALINA 50G-PC,BOMBONIERE
2846,CHICLE HHAPPYDENT WHITE ICE CHERRY 135G DY-14U,BOMBONIERE
2847,BALA CARAM FRUITTELLA SORTIDOS DY 40G 16UN,BOMBONIERE
2848,BALA DE GOMA SABOR MELAO 102G,BOMBONIERE
2849,ALFARROBA CAROBHOUSE CRANB DRAG S/G 100G,BOMBONIERE
2850,CHOC NESTLE CRUNCH BR 97G,BOMBONIERE
2851,CHICLE BIGBIG HORTELA 350G- DY C/100,BOMBONIERE
2852,CHOCO POWER BOLL 80g MAVALERIO MINI LEITE,BOMBONIERE
2853,CHOC SUCRE 100G 33% AO LEITE CROC,BOMBONIERE
2854,BALA DROPS PAST FREEGELLS MORANGO 380G-DY C/12UN,BOMBONIERE
2855,MARSHMALLOW 50G CN,BOMBONIERE
2856,BALA DROPS PAST HALLS MORANGO 21UN,BOMBONIERE
2857,BALA DROPS PAST HALLS MINI 15G EXTRA FORTE,BOMBONIERE
2858,BALA CARAM BUTTER TOFFEES LEITE 130G,BOMBONIERE
2859,CHOC BAR HARALD UNIQUE AMARGO C/GENGIBRE 80G,BOMBONIERE
2860,Alfajor Siciliano c/6 - Sonho do Cacau - Diversos,BOMBONIERE
2861,CHOC KIDS PAN MOEDA DE CHOCOLATE 40G,BOMBONIERE
2862,BALA MASTIG DOCILE URSINHO 240G-PC,BOMBONIERE
2863,CHOC CHOCOLIFT 40G C WHEYPROTEIN ISOLADO,BOMBONIERE
2864,BALA DURA FRUITTELLA LIMAO FRESH 45G,BOMBONIERE
2865,ALFAJOR SONHO DE CACAU DOCE DE LEITE 180G,BOMBONIERE
2866,BALA DROPS PAST MENTOS KISS MOR 35G XTREME,BOMBONIERE
2867,BALAS TOFFANO 200GR STRAW/MORANGO,BOMBONIERE
2868,CHOC PECCIN TRENTO CAST DE CAJU 96G,BOMBONIERE
2869,CHOC WAFFER KIT KAT AMEN 42G,BOMBONIERE
2870,CHICLE BIGBIG DP 100un ARCOR TATUAGEM TUTTIFRUTI,BOMBONIERE
2871,CHOC BAR ARCOR SEMI AMARGO 160G,BOMBONIERE
2872,BALAS TOFFANO 250G FORTGURT,BOMBONIERE
2873,Caixa de Alfajor Manolo,BOMBONIERE
2874,CHOC CHOKO CRUNCH 40G BRANCO,BOMBONIERE
2875,BALA DROPS PAST MENTOS YOG/MORANGO STICK 375G- C/16 UN,BOMBONIERE
2876,CHOC BAR GAROTO AO LEITE 125G GTS 25G,BOMBONIERE
2877,BALA DURA ARCOR KIDS HORTELA 170G,BOMBONIERE
2878,BOMBOM WITORS SELECAO LT 250G,BOMBONIERE
2879,BALA FLORESTAL MENTA PCT 140G,BOMBONIERE
2880,ALFAJOR PORTEZUELO TRIPLE CHOCOLATE 60G,BOMBONIERE
2881,CHOC BAR LACTA AMARO 150G,BOMBONIERE
2882,DROPS HALLS 28G-UN CREAMY MARACJ,BOMBONIERE
2883,PIRULITO MACA AMOR MOR 480G PC,BOMBONIERE
2884,CHOC NEUGEBAUER AO LEITE 90G,BOMBONIERE
2885,CHOC WEINRICH 100G. FRAMBOESA,BOMBONIERE
2886,Alfajor de chocolate chocopie 180g - orion,BOMBONIERE
2887,BALA JUNCO MINI 60g,BOMBONIERE
2888,BALA HARIBO MIX SABORES LV3 PG2 300G,BOMBONIERE
2889,CHOC NEUGEBAUER FLOCOS 90G,BOMBONIERE
2890,BALA DROPS PAST HALLS LIGHT MENTOL C 2,BOMBONIERE
2891,GOMA MASCAR TRIDENT FRUIT MIX LIM/UVA 8G,BOMBONIERE
2892,CHOC TAB SUFLAIR DUO 30G,BOMBONIERE
2893,CHOC ITAL LINDT LINDOR 137G-BAG MILK BALLS,BOMBONIERE
2894,"DROPS HALLS EXTRA FORTE C/3 27,5G",BOMBONIERE
2895,MARSHMALLOW DOCILE CARRO 50G,BOMBONIERE
2896,CHOC NESTLE CLASSIC PRESTIGIO BR 98G,BOMBONIERE
2897,BALAS SANTA RITA 150GR DURA CHICLE BOOL SOR,BOMBONIERE
2898,PAO MEL MONTEVERGINE 52G,BOMBONIERE
2899,BALA GELAT DOCILE 180G-DY CANUDINHO MOR UNI,BOMBONIERE
2900,CHOC KIDS GAROTO BATOM DUO 76G,BOMBONIERE
2901,Alfajor Tradicional 60 g,BOMBONIERE
2902,BALA MAST RICLAN 60G CHAVES UVA VERDE,BOMBONIERE
2903,PIRULITO POOSH MOR 408G-PC C24,BOMBONIERE
2904,BALA NEUGEBAUER DUPY IOGURTE 150G,BOMBONIERE
2905,CHICLE TRIDENT CANELA C 4,BOMBONIERE
2906,CHOC MENDOA ORG 81% C/NIBS 80G,BOMBONIERE
2907,BALA DIMBINHO MASTIGAVEL UVA 80G,BOMBONIERE
2908,CHOC ITAL LOAKER 87G TA CREAM KAKAO,BOMBONIERE
2909,CHOC NESTLE ALPINO GIANDUIA BR 90G,BOMBONIERE
2910,MIX DE BOMBONS BELGIAN 100g EXELCIUM RED,BOMBONIERE
2911,CHOC SUICO VILLARS 100G-TA AMARGO CAFE,BOMBONIERE
2912,BALA MASTIG ACAI BRASIL 600G-PC,BOMBONIERE
2913,BALA MASTIG DORI YOGURTE MORANGO 400G-PC,BOMBONIERE
2914,CHOC WAFFER BIS XTRA 45G CHOC WAFFER BCO,BOMBONIERE
2915,BALA DURA ARCOR MENTA CRISTAL 150G,BOMBONIERE
2916,CHOC POLON MILKA 100G-TA MILK,BOMBONIERE
2917,CHICLE PLUTONITA 300G-DY SORTE/AZAR,BOMBONIERE
2918,BALA MASTIG 7BELO MAXI MACA VDE 560G-DY C/70,BOMBONIERE
2919,CHOC NESTLE CHARGE C/6 PCT 117G,BOMBONIERE
2920,BALA DURA FRUITTELA CAR/BAUN/LEITE COND 45G,BOMBONIERE
2921,PIRULITO POP MANIA BARBIE MORANGO 700G-PC C50,BOMBONIERE
2922,CHOCOLATE TABUA OVOMALTINE 90g BRANCO,BOMBONIERE
2923,PASCOA CHOC HERSHEYS ARVORE KISSES 80G,BOMBONIERE
2924,CHOC TAB PRESTIGIO 99G,BOMBONIERE
2925,CHOC TORTUGUITA AO LEITE 18G,BOMBONIERE
2926,CHICLE MENTOS PURE MINT/TUTTI 56G-GF,BOMBONIERE
2927,CHOC PECCIN TRENTO DARK 32G,BOMBONIERE
2928,CHOC BAR NESTLE CLASSIC DUO 150G,BOMBONIERE
2929,BOMBOM LINDT LINDOR CX 75G,BOMBONIERE
2930,CHICLE PING-PONG CARROS HORTELA 240G-DY C/60,BOMBONIERE
2931,CHOCOLATE 85g LACTA CACAU 60% CAFE,BOMBONIERE
2932,BALA DIGOS DELI 200g,BOMBONIERE
2933,CHOC BOMBOM LACTA MINI SONHO VALSA 172G,BOMBONIERE
2934,PASTILHA VALDA FRIENDS CANELA 25G,BOMBONIERE
2935,CHOC NEUGEBAUER 1891 INTENSE 90G,BOMBONIERE
2936,CHOC BAR LACTA AO LEITE 170G,BOMBONIERE
2937,BALAS DE COCO ASTECA 400GR .,BOMBONIERE
2938,CHOC BOMBOM HERSHEYS KISSES EXTRA CREAMY PT 850G,BOMBONIERE
2939,CHOC SUICO STELLA TRINIDAD 80% CACAU,BOMBONIERE
2940,SUSPIRO DOC SAB 85 g,BOMBONIERE
2941,CHOC BAR LACTA PASSAS CASTANHA 170G,BOMBONIERE
2942,BALA CARAM BUTTER TOFFEES CHOC BRANCO PC 130G,BOMBONIERE
2943,BARRA CHOCOLATE AO LEITE 100G 70% CACAU,BOMBONIERE
2944,CHOC BAR NESTLE CLASSIC DARK M AMARGO 150G,BOMBONIERE
2945,BALA PIETROBON 250GR YOGURTE MARACUJA,BOMBONIERE
2946,CHOCOLATE TABUA 100g GAROTO MEIO AMARG,BOMBONIERE
2947,BALA GELAT DOCILE 180G-DY CANUDINHO SOUR T FRUTTI,BOMBONIERE
2948,CHOC BAR CRUNCH AMEND 140G,BOMBONIERE
2949,BALA DURA DOLL AMEND 1KG-PC,BOMBONIERE
2950,PIRULITO FRUIT POPS DOLLITO PAC 350G,BOMBONIERE
2951,BALA MASTIG GOMETS DORI 500G,BOMBONIERE
2952,BALA GELAT ARCOR 70G-PC BAMBOLES,BOMBONIERE
2953,CHOC BAR CRUNCH 160G,BOMBONIERE
2954,PIRULIT ANEL un,BOMBONIERE
2955,BALA MASTIG DORI DELIKET 1KG-PC 18,BOMBONIERE
2956,MARSHMALLOW FLORESTAL FOFS TWIST AZ 220G,BOMBONIERE
2957,CHOC TAB SUFLAIR AO LEITE 110G,BOMBONIERE
2958,BALA MASTIG SASSE MACA VDE 900G-PC,BOMBONIERE
2959,CHOC NESTLE SUPERMIX CX 764G,BOMBONIERE
2960,BALA DROPS PAST HALLS S FREE EX FORTE 19G DY-12UN,BOMBONIERE
2961,CHICLE PLUTONITA CABECA ABOBORA UN,BOMBONIERE
2962,BOLINHO CASA SUICA PAO MEL PCT 45G,BOMBONIERE
2963,CHOC BELGIAN DARK S/ACUCAR 100G ALMONDS,BOMBONIERE
2964,CHICLE BUZZY LOONEY-TUN C/FIG HORTELA 100UN-DY,BOMBONIERE
2965,BALA PIETROBON 100G CAFE,BOMBONIERE
2966,BALA DROPS PAST ICEKISS MOR 290G-DY C10,BOMBONIERE
2967,PICANHA CONGELADA ASSA FÁCIL SADIA KG,BOVINO CONGELADO
2968,CAPA COXAO MOLE MOIDO BOV FRIBOI KG,BOVINO CONGELADO
2969,CONTRA FILÉ EM CUBOS KG,BOVINO CONGELADO
2970,PATINHO BOV KORIN ORGANICO RESF (V) KG,BOVINO CONGELADO
2971,PEITO BOVINO kg PC A VACUO,BOVINO CONGELADO
2972,PATINHO BOV ARGUS (BIFE)(P) KG,BOVINO CONGELADO
2973,CARNE BOVINA MOIDA CONG 500G,BOVINO CONGELADO
2974,CONTRA FILE BOV CHORIZO TOP QUALITY KG,BOVINO CONGELADO
2975,PATINHO SWIFT BAND KG,BOVINO CONGELADO
2976,PICANHA C/ALCATRA CORD SIMUNOVIC CONG KG,BOVINO CONGELADO
2977,PEITO BOVINO C/OSSO kg,BOVINO CONGELADO
2978,CONTRA FILE BOV BEST BEEF ANGUS (PECA)KG,BOVINO CONGELADO
2979,PICANHA CORDEIRO PE SERRA CONG KG,BOVINO CONGELADO
2980,CONTRA FILE BOV TOP QUALITY (BIFE) KG,BOVINO CONGELADO
2981,PATINHO MOIDO BOV DISTRIBOI KG,BOVINO CONGELADO
2982,PATINHO BOV ELGOLLI (BIFE) KG,BOVINO CONGELADO
2983,PEITO BOVINO S/OSSO kg,BOVINO CONGELADO
2984,PATINHO BOV PED KG,BOVINO CONGELADO
2985,PEITO BOV ELGOLLI C/OSSO RESF KG,BOVINO CONGELADO
2986,CAPA CONTRA FILE BOV MONTANA (PECA) KG,BOVINO CONGELADO
2987,CAPA CONTRA FILE kg .,BOVINO CONGELADO
2988,CARNE MOIDA CONG.BOVINO 500G,BOVINO CONGELADO
2989,CONTRA FILE SEM FILE MIGNON C/OSSO KG,BOVINO CONGELADO
2990,ROSBIFE CERATTI 150G,BOVINO RESFRIADO
2991,ALCATRA C/MAMINHA BOV FRIBOI (PECA) KG,BOVINO RESFRIADO
2992,PICANHA EM FATIAS VACUO PESO,BOVINO RESFRIADO
2993,LAGARTO (TATU) MOIDO BOV ARGUS (P) KG,BOVINO RESFRIADO
2994,ALCATRA S/PICANHA PC.INT.VACUO KG,BOVINO RESFRIADO
2995,CARNE BOV ORGANICA MOIDA KORIN PALETA 400g,BOVINO RESFRIADO
2996,FILE COSTELA BOV KORIN ORGANICA (V) KG,BOVINO RESFRIADO
2997,RABO BOV GESSNER (PECA) KG,BOVINO RESFRIADO
2998,BIFE PATINHO BEST BEFF S/CAPA 400G,BOVINO RESFRIADO
2999,ACEM BOV ARGUS HALAL (V) KG,BOVINO RESFRIADO
3000,FRALDINHA ESPECIAL BONUTT kg,BOVINO RESFRIADO
3001,FILE MIGNON BOV VACUO PESO,BOVINO RESFRIADO
3002,COXAO DURO FRIBOI RESF PORC KG,BOVINO RESFRIADO
3003,COXAO MOLE kg ESPETINHO TEMP,BOVINO RESFRIADO
3004,LINGUA BOVINA BAND.KG,BOVINO RESFRIADO
3005,FILE MIGNON kg PECA .,BOVINO RESFRIADO
3006,MAMINHA BOV MONTANA (PECA) KG,BOVINO RESFRIADO
3007,COSTELA BOV GOLD MEAT S/OSSO RECH (V) KG,BOVINO RESFRIADO
3008,RABO BOVINO FRIBOI PORCIONADO kg,BOVINO RESFRIADO
3009,RECORTE DE COSTELA AURORA kg .,BOVINO RESFRIADO
3010,ALCATRA SUIN DATERRA GRILL RESF KG,BOVINO RESFRIADO
3011,RECORTE CONTRA FILE kg (BANANINHA) .,BOVINO RESFRIADO
3012,ALCATRA C/MAMINHA BOV DISTRIBOI (BIFE)KG,BOVINO RESFRIADO
3013,PICANHA BOVINA kg ESPECIAL FATIADA,BOVINO RESFRIADO
3014,CARNE MOIDA TRASEIRO BD KG,BOVINO RESFRIADO
3015,COXAO MOLE BOV ARGUS (BIFE)(P) KG,BOVINO RESFRIADO
3016,PICANHA BOV KORIN ORGANICA (PECA) (V) KG,BOVINO RESFRIADO
3017,PICANHA REAL BOI kg BIFE,BOVINO RESFRIADO
3018,COSTELA TRAS C/OSSO DO CHEF KG,BOVINO RESFRIADO
